"PointID","x","y","Displacement_x","Displacement_y","Sxx","Syy","Sxy","Von_Mises_Stress"
130, 7.843490525230735e-01, 2.394981678812277e-03, 1.112043710035845e-06, 1.854675472189250e-02, 4.353917648101394e+04, 3.267714290428996e+02, 1.870658903525519e+04, 5.715818264878032e+04
131, 5.454676153952240e-02, 2.401897778829428e-02, -8.571029287342544e-05, 3.812428986804121e-05, -3.314999215378013e+06, -3.095283387335605e+05, 5.328476389651802e+04, 3.007359681616418e+06
132, 7.640253105958179e-01, 2.556258934010528e-02, -6.984322097915390e-04, 1.791214275178201e-02, -7.983355214952471e+04, 5.472056487130580e+03, 2.326253243418445e+04, 9.716804271917869e+04
133, 8.229290647901273e-01, 4.308586755554500e-03, -7.456728453212593e-05, 1.973868466945134e-02, 2.353123267204025e+04, -2.365160720328173e+03, 1.681409782374356e+04, 4.244383033183945e+04
134, 8.046571988097608e-01, 1.840778983485242e-02, -5.014182147674208e-04, 1.916570038340334e-02, -3.493901565893272e+04, 3.517982903965631e+02, 1.950244395662111e+04, 5.260059724309947e+04
135, 8.440271057587649e-01, 1.090581965483976e-02, -2.893652066222708e-04, 2.039198749163869e-02, -1.005832578275617e+04, -6.443189463892384e+02, 1.499537123988704e+04, 3.143355148886757e+04
136, 9.686534179527903e-01, 2.093907346100005e-03, -7.532369078906417e-05, 2.432303851710947e-02, -9.919403140032480e+03, -7.914126730335976e+03, 3.937985491176078e+03, 8.127241376638108e+03
137, 8.665350343322065e-01, 8.220567567399618e-03, -2.168122480216112e-04, 2.109664277337921e-02, -6.749493412699327e+03, -1.865598282189250e+03, 1.348117553518755e+04, 2.740110959227705e+04
138, 3.973268299393075e-01, -2.062836235952554e-02, 7.139549232134208e-04, 7.306798434444236e-03, 4.929148441535226e+05, 1.834010072899026e+04, 8.407729032739953e+04, 5.034850048329663e+05
139, 4.066700505418342e-01, -2.659276434510070e-03, 2.364264489871398e-04, 7.549875715829197e-03, 2.649086675057796e+05, 2.608551236533128e+04, 1.024452271041440e+05, 3.146690287538912e+05
